driver_actions-safe_drive/1 9 8 {'age': 27, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Everyday'}
gaze_on_road-looking_road/63 29 0 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/11 229 3 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/12 222 8 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-hair_and_makeup/5 434 15 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/7 520 5 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/65 48 0 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/67 5 0 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/64 83 0 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/22 39 14 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/67 20 1 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/65 18 1 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/66 34 1 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/66 51 0 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/64 39 1 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/13 171 8 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/12 178 3 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/68 200 0 {'age': 20, 'gender': 'Female', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/1 75 3 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-change_gear/1 24 16 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hand_on_gear-hand_on_gear/1 83 7 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/1 97 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/1 158 8 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/1 20 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/2 15 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/3 16 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/4 17 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/1 110 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/5 11 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/4 15 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/3 17 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/6 37 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/7 14 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/1 37 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/7 26 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/2 133 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/5 24 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/2 64 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/6 6 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/8 14 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/2 328 8 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/2 319 3 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/8 67 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/10 30 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/9 18 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/9 54 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/1 545 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/2 84 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-hair_and_makeup/1 412 15 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/2 621 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/11 23 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/11 21 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/13 11 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/14 20 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/12 25 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/15 20 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hand_on_gear-hand_on_gear/2 33 7 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/5 16 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-none/1 49 6 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/14 11 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-change_gear/3 48 16 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/4 7 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-phonecall_right/2 112 10 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/3 23 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/13 94 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/15 252 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/12 225 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-change_gear/2 41 16 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hand_on_gear-hand_on_gear/3 19 7 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/3 163 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/3 394 8 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/6 24 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-phonecall_right/1 141 10 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/3 381 3 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-none/2 56 6 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/7 46 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/4 104 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/3 305 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/8 88 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/5 476 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/16 673 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-phonecall_right/3 484 10 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-none/3 33 6 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hand_on_gear-hand_on_gear/4 18 7 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-change_gear/4 23 16 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
talking-talking/9 37 2 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/17 37 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-phonecall_right/4 47 10 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/4 78 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/17 54 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/6 129 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/7 121 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-change_gear/5 16 16 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/19 45 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/23 14 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/5 116 8 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/4 209 8 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/22 11 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/18 16 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/4 102 3 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hand_on_gear-hand_on_gear/5 108 7 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/23 59 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/19 13 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/20 8 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/20 24 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/21 32 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/5 54 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/21 27 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-both/5 105 3 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/22 22 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/24 10 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/18 385 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-texting_right/1 616 9 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-only_left/8 1124 5 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/25 9 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/25 27 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/26 16 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/28 6 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/29 13 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/27 15 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/29 32 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/32 37 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/30 18 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/34 12 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/27 16 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/31 26 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/26 9 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/31 4 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/35 19 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/28 23 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/32 12 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/30 21 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/7 92 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/34 16 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/35 108 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/33 18 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-drinking/1 49 13 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/33 16 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/36 13 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-reach_side/6 120 14 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/36 116 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-not_looking_road/37 14 1 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/37 55 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-safe_drive/6 115 8 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-unclassified/1 93 17 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
gaze_on_road-looking_road/38 384 0 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hands_using_wheel-none/5 10 6 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-change_gear/6 47 16 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
driver_actions-drinking/2 93 13 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
hand_on_gear-hand_on_gear/6 40 7 {'age': 25, 'gender': 'Male', 'exp': 'More than 3 years', 'd_freq': 'Once a week or less'}
